url,n_hyperlinks,null_p_ratio,external_l_ratio,p_data_forms,html_length,n_script_tag,n_link_tag,n_comment_tag,ext_res_ratio,favicon_used,int_form_act_ratio,abn_form_act_ratio,ext_form_act_ratio,title_tag,title_url_brand,result_flag
http://spinlucky-season13.com/,0,0,0,1,40110,7,7,33,0.58,0,1.0,0.0,0.0,1,0,1
http://metamask-extension.kolasinresort.com/,2,0.0,0.5,1,22781,14,5,6,0.21,0,0.0,0.0,0.0,1,0,1
http://mail-security.moonfruit.com/,1,0.0,1.0,1,19258,27,5,0,0.39,0,0.0,0.0,0.0,1,1,1
http://visa.com-vmore-5309718911.imagelinetech.com/,1,0.0,0.0,0,1314,0,1,0,0.5,1,0,0,0,1,0,1
https://administrador.mercadoriaz.com.br/DLLFIE0045FCL/abcc5329cfe5846db63ff4dee74eb906/info.php,4,0.0,0.0,1,20396,3,2,0,0.0,1,1.0,0.0,0.0,1,0,1
http://dropbox5.byethost7.com/?i_1,31,0.06,0.71,1,100976,96,54,0,1.0,0,0.0,0.0,0.5,1,0,1
http://shreeraghav.com/webmail-op.jp/webmail-op.jp/,0,0,0,1,56609,10,2,1,0.0,1,1.0,0.0,0.0,1,0,1
http://expertitglobal.com/securefile/onedrive-3D4/,2,0.0,0.0,1,97456,8,3,6,0.64,0,0.0,0.0,0.0,1,0,1
http://thechicconfidential.com/wp-includes/js/Wellsv2/Update/index.php,161,0.02,0.1,1,173174,17,8,5,0.88,0,1.0,0.0,0.0,1,0,1
http://m.g2205.com/,1,0.0,0.0,0,18965,9,12,19,0.96,0,0,0,0,1,0,1
http://836591ee.com/,150,0.0,0.02,1,276728,36,8,32,0.9,1,0.0,0.0,0.0,1,0,1
https://my-dream-home.yolasite.com/,4,0.0,0.75,0,110423,10,4,0,0.36,0,0,0,0,1,0,1
https://trekonline.ru:443/,98,0.0,0.0,0,49018,13,8,4,0.23,1,0.0,0.0,0.0,1,0,1
http://upowerful.com/1/pagepage.html,4,0.25,0.5,1,78371,32,13,2,0.55,0,1.0,0.0,0.0,1,0,1
http://oslgrnd1gm.temp.swtest.ru/,5,1.0,0.0,0,12767,21,5,9,0.68,1,0,0,0,1,0,1
http://valocsfunes.tk/striccheck_reportingpoints/protocol_method/jkssi/,7,1.0,0.0,1,38032,16,5,8,0.54,1,1.0,0.0,0.0,1,0,1
https://ewigmeiwww.m.ervlces.runescape.com-tp.ru/,0,0,0,0,21673,12,4,2,0.0,1,0,0,0,1,0,1
http://walmart.inhershoesrk.com/amagc/,0,0,0,0,79567,12,2,1,0.16,1,0,0,0,1,0,1
https://game-eu-message-portal.com/s/e?b=bbva&amp;m=ABD2wwnP9CJTVgoGLdvQt2qp&amp;em=Marivel.Medina@usbank.com,6,0.17,0.5,1,10209,8,10,1,0.0,0,0.5,0.0,0.0,1,0,1
https://mail-mofe-gov-pk-viewsrc.herokuapp.com/,7,0.0,0.0,0,18966,3,8,7,1.0,0,0.0,0.0,0.0,1,0,1
https://adexsyhalrebas.ml/,56,0.0,0.59,0,129966,4,10,0,0.12,1,0,0,0,1,0,1
https://alfayhaco.com/N26.com-servicetechnique-miseajour/N26-Link,0,0,0,1,32995,2,1,3,0.0,1,1.0,0.0,0.0,1,0,1
https://23447932.com:8989/,97,0.21,0.11,1,325249,33,9,32,0.64,0,0.0,0.0,0.0,1,0,1
https://messagerie-vocale-orange222.yolasite.com/,0,0,0,1,115275,7,5,0,0.33,1,0.0,0.0,1.0,1,0,1
https://modest-kapitsa.23-94-190-112.plesk.page/p/c2c18/,1,1.0,0.0,1,8004,4,2,4,0.4,1,0.0,0.0,0.0,1,0,1
http://annaeva.hu/modules/wdoptionpanel/upload/kgv/gre_owa.html,1,0.0,1.0,1,54188,6,1,1,0.0,1,1.0,0.0,0.0,1,0,1
https://mercadopago.azurewebsites.net/,1,0.0,1.0,1,82986,4,18,0,0.84,0,1.0,0.0,0.0,1,0,1
https://www.ronin-chain.com/,2,0.0,0.0,0,269135,43,7,32,0.9,0,0,0,0,1,0,1
http://www.pilgrimapp.com/wp-mails/,6,0.5,0.5,0,50262,0,4,0,0.2,1,1.0,0.0,0.0,1,0,1
https://forms.zohopublic.eu/sandchend1/form/SIGNINYOURBTACCOUNTCORRECTLY/formperma/tdHSe1643EvL0K_1XqBkzYXJmPvjkYNp2FtAQZ_4RIk,6,0.0,0.17,0,43088,10,7,29,0.83,0,0.0,0.0,0.0,1,1,1
https://mibasbuy.com/01free/facebook/,0,0,0,1,13222,0,2,0,0.0,0,1.0,0.0,0.0,1,0,1
http://www.mibasbuy.com/,16,0.0,0.31,0,298938,23,6,23,0.9,0,1.0,0.0,0.0,1,0,1
https://hooklift.lt/,54,0.69,0.0,1,20081,3,3,7,0.08,1,0.0,0.0,0.0,1,0,1
https://pubskins.com/,4,0.0,0.0,1,7921,8,10,0,0.13,1,1.0,0.0,0.0,1,1,1
https://domeint.com/jss/redirect/netlfix/login.php,6,0.17,0.0,1,6899,7,4,0,0.0,1,1.0,0.0,0.0,1,0,1
http://distribuidoraaguaprata.com.br/wp-htaccess/helein/zeeyon/,0,0,0,1,13645,9,1,2,0.67,0,0.0,0.0,0.0,1,0,1
https://cloudshare-account-auth.firebaseapp.com/login-srf&wa-wsigni...,2,0.0,1.0,0,18934,6,8,0,0.4,0,0,0,0,1,0,1
https://www.m.menrccarii.com/,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,1
https://docusigncheckking31.web.app/,0,0,0,1,32753,3,2,2,1.0,0,0.0,1.0,0.0,1,0,1
https://4365b67f-a597-4e17-8b51-179628.godaddysites.com/,27,0.04,0.07,1,116261,53,14,0,0.02,0,0.0,0.0,0.0,1,0,1
http://digitalink.hu/aaa/AMEN/en.php?rand=13InboxLightaspxn.1774256418&,3,1.0,0.0,0,15811,5,1,0,0.0,1,1.0,0.0,0.0,1,0,1
http://tirupurtoursntravels.com/we/wetransfer/?email=commodity.investments@jpmorgan.com,1,1.0,0.0,1,2376,4,1,3,0.75,1,1.0,0.0,0.0,0,0,1
http://hosting2073629.online.pro/,165,0.0,0.02,1,115481,36,31,37,0.05,1,0.5,0.0,0.5,1,0,1
http://www.katawa-shoujo.com/steam/Steam.htm,168,0.01,0.8,1,50538,26,4,10,0.01,0,0.0,0.0,1.0,1,0,1
http://insstagrams.com/,2,1.0,0.0,1,13543,1,87,2,0.78,1,1.0,0.0,0.0,1,0,1
http://g-pancakeswap.com/,42,0.98,0.02,0,341996,4,6,1,0.0,1,0,0,0,1,0,1
https://sued-stelle-2021.xyz/s/anmeldung.php,54,1.0,0.0,1,10461,2,5,0,0.0,1,0.5,0.0,0.0,1,0,1
http://mailing.languedoc-roussillon.cci.fr/zahlung/POST/DE/Package/Zahlungsmethode.php?NAME_PATH=track_yy_de349499l24&SCREEN=Zahlungsmethode,0,0,0,1,24174,14,4,7,0.0,1,1.0,0.0,0.0,1,0,1
http://viewsnet.abaidesign.cn/,6,0.0,0.33,1,7759,0,0,0,0,0,1.0,0.0,0.0,1,0,1
http://luckybox21.com/,0,0,0,1,33372,22,11,0,0.21,0,1.0,0.0,0.0,1,0,1
https://fghjftgu457u8tfhg.blogspot.com/,8,0.0,0.62,0,39730,7,9,8,0.58,1,0,0,0,1,0,1
http://20-65-108-149.cprapid.com/dpd-uk1/,60,1.0,0.0,0,21158,11,8,0,0.38,1,1.0,0.0,0.0,1,0,1
http://www.rakoten-card.buogfbizkugf.gq/,13,1.0,0.0,0,6872,11,5,2,0.0,1,1.0,0.0,0.0,1,0,1
https://steamcommunityo.com/,13,0.23,0.54,0,457402,22,11,5,0.96,0,0,0,0,1,0,1
https://heladc.weebly.com/,1,0.0,1.0,1,35922,25,5,0,0.21,0,1.0,0.0,0.0,1,0,1
https://yaalpacks.in/24/mufg.jp/,18,0.17,0.06,1,76964,21,12,68,0.09,1,1.0,0.0,0.0,1,0,1
https://inpost-pl.112121.space/proccess1635083356781494,0,0,0,0,11206,3,1,1,0.0,1,0,0,0,1,0,1
https://inpost.pl/track98084586,5,0.0,0.0,0,107423,19,24,32,0.28,1,0,0,0,0,1,1
https://wh951295.ispot.cc/Login.php,14,0.0,1.0,1,34578,2,6,20,0.0,1,0.0,0.0,0.0,1,0,1
http://instapish.glitch.me/,12,0.0,0.92,1,144066,22,79,3,0.77,0,1.0,0.0,0.0,1,0,1
https://us.irs-profilemanagement.com/home,0,0,0,0,570,0,0,0,0,0,0,0,0,0,0,1
https://65tt.weebly.com/,0,0,0,1,28367,26,12,0,0.11,0,1.0,0.0,0.0,1,0,1
http://tqsatrx.gq/info/citizenblock/89a3e744b85ba17dad6f4f94639f2eeb.php,0,0,0,0,9303,1,0,0,0,1,0,0,0,0,0,1
https://sistemadetitulacion.edec.mx/public/bc/login.html?logon=set&0976b164,5,0.0,0.2,1,1197896,8,2,2,0.8,1,1.0,0.0,0.0,1,0,1
https://yaassdas.weebly.com/,9,0.0,0.0,1,33908,27,15,0,0.1,0,1.0,0.0,0.0,1,0,1
https://247-s3x-fb-group.weebly.com/,10,0.0,0.1,1,38774,27,12,0,0.15,0,1.0,0.0,0.0,1,0,1
http://www.azhibo168.com/,120,0.0,0.3,0,549995,32,42,4,0.4,0,0.0,0.0,1.0,0,0,1
https://web-event-freefire-terbaru-2021.000webhostapp.com/,1,0.0,0.0,1,59860,18,2,9,0.28,0,0.67,0.0,0.0,1,0,1
https://trust-wallet-community-reward.000webhostapp.com/,0,0,0,0,246243,9,2,0,0.0,1,1.0,0.0,0.0,1,0,1
https://fggfgffgvvvv.000webhostapp.com/help-support.html,0,0,0,0,8766,4,2,0,0.62,1,1.0,0.0,0.0,1,0,1
https://event-topup-info.000webhostapp.com/,4,0.25,0.75,0,265878,49,16,4,0.83,0,0,0,0,1,0,1
https://eby-kleinanzeigen-de-anzeige-279371901.000webhostapp.com/,42,0.02,0.98,1,38510,33,3,3,0.26,0,0.5,0.0,0.5,1,0,1
https://bestofferbd.000webhostapp.com/,46,0.07,0.46,1,90030,38,42,0,0.97,0,1.0,0.0,0.0,1,0,1
https://womensstore0.000webhostapp.com/,10,0.0,1.0,1,15903,1,2,0,0.75,1,1.0,0.0,0.0,1,0,1
https://nairawithus.000webhostapp.com/,7,0.0,0.0,1,8484,2,1,0,1.0,0,1.0,0.0,0.0,1,0,1
https://galiciaswebfsdgura.000webhostapp.com/,3,0.67,0.0,1,9659,1,3,0,0.25,1,1.0,0.0,0.0,1,0,1
http://345betasus.com/,5,0.2,0.8,0,14382,9,7,11,0.67,1,0,0,0,1,0,1
https://beetasusgris.blogspot.com/,0,0,0,0,39905,7,8,2,0.27,1,0,0,0,1,0,1
http://janemangaswtenan.com/,0,0,0,1,35814,4,7,29,0.66,0,1.0,0.0,0.0,1,0,1
https://france--paris-orange-pro-2021-orangefr.yolasite.com/,0,0,0,1,115443,8,5,0,0.4,1,0.0,0.0,1.0,1,0,1
https://theocean.hu/wp-includes/assets/eu/Seleccione_medio_de_pago.php,0,0,0,1,23869,14,4,7,0.0,1,1.0,0.0,0.0,1,0,1
http://dentallabor-morgenstern.de/office/v3/40fce6e442dbc68ceba1f0bb4b032d551743a10bd5c242f31bff898af7db59a34f614ae96686949eaa40c84b16f7e006/,156,0.1,0.85,1,48695,23,12,10,1.0,1,0.11,0.11,0.78,1,0,1
https://ff-membership-garena.com/,1,0.0,0.0,0,36089,3,15,1,0.16,0,0,0,0,1,0,1
http://dhl.track-cargo.com/,43,0.16,0.0,1,140514,34,39,4,0.1,1,1.0,0.0,0.0,1,1,1
http://139.59.231.97/mqh0b1k,0,0,0,0,199524,0,0,0,0,0,0,0,0,1,0,1
https://en.accountviolation-8uj9.ml/?update_security_help,0,0,0,1,15216,3,7,1,0.0,1,1.0,0.0,0.0,1,0,1
https://www.vaceinemrsa-japon.buzz/,42,0.07,0.07,0,268583,1,3,2,0.0,1,0,0,0,1,0,1
https://modulosegurosantander.com/fisica/d/index.php,9,1.0,0.0,1,98123,7,5,13,0.2,0,1.0,0.0,0.0,1,0,1
https://lojaodosdezreais.herokuapp.com/,0,0,0,0,140701,7,2,6,0.0,1,0,0,0,1,0,1
https://rogersssmemberrcentree.weebly.com/,12,0.0,0.08,1,35266,26,13,0,0.11,0,1.0,0.0,0.0,1,0,1
https://metamaskdownloadandroid.xyz/,39,0.0,0.21,0,16638,9,5,1,0.05,1,0,0,0,1,0,1
http://claimevent-ffterbaru.duckdns.org/,1,0.0,0.0,0,33100,7,7,42,0.2,0,1.0,0.0,0.0,1,0,1
http://c2280675.ferozo.com/static/media/-/gouv-fr/4mtk2zty=/,14,0.93,0.0,1,32889,11,4,24,0.0,1,1.0,0.0,0.0,1,0,1
https://dev-churchinglastopen.pantheonsite.io/wp-content/uploads/2021/10/,14,1.0,0.0,0,17193,7,6,4,0.2,1,0.0,0.0,1.0,1,0,1
https://fukayakult.com/,48,0.0,0.02,1,16193,2,1,0,0.15,0,1.0,0.0,0.0,0,0,1
https://bismarcktransportationservice.com/,36,0.0,0.14,0,81440,16,6,5,0.45,1,0,0,0,0,1,1
https://www.oncoin.io/wp-content/themes/neve/vendor/composer/index.htm,2,1.0,0.0,1,57206,6,1,1,0.17,0,0.0,0.0,1.0,1,0,1
https://pochta.paypay-3ds.ru:443/,113,0.03,0.95,1,613228,59,20,49,0.96,0,0.5,0.0,0.5,0,0,1
https://myjcb-noreply.phpindexlogoa.com/,16,0.75,0.12,1,11846,19,3,17,0.06,0,1.0,0.0,0.0,1,0,1
https://kompnationslock.000webhostapp.com/untuaklogin.html,6,0.0,1.0,0,27990,4,2,1,1.0,0,0,0,0,1,0,1
https://bonos.yape.accesso.live/ingreso/,1,1.0,0.0,1,17098,2,2,3,0.0,0,1.0,0.0,0.0,1,0,1
https://wwviabcp.registropersonal1enlinea.com/1/iniciar-sesion,0,0,0,1,83634,14,1,0,0.02,0,0.0,0.0,0.0,1,0,1
https://marketplace.supportvalidation.com/,9,0.0,0.33,1,36267,30,41,4,0.79,1,0.0,0.0,0.0,1,1,1
https://itcontentcurationchannel.com/kcbl-citrix-cloud-migration-q4-kc47692-typ/26270?uid=2qGi9mgds1GRNfJ169sStP6nTk842iMmRu31qupajoyD,1,0.0,1.0,0,9203,4,5,0,0.55,1,0,0,0,1,0,1
https://seguro.lojarivera.com.br/cart,10,0.1,0.1,0,76459,30,21,28,0.57,0,0,0,0,1,0,1
http://telstreaau.temp.swtest.ru/myid.telstra.com/manage/?view=login&appIdKey=fcd00c0656cc490&country=,22,0.86,0.14,1,90978,0,5,3,0.0,0,1.0,0.0,0.0,1,0,1
https://three-retail-live.devicetradein.co.uk/,4,0.0,0.5,1,44307,7,2,11,0.29,1,0.0,0.33,0.0,1,0,1
https://kentmererehab.com/,40,0.05,0.0,1,85368,35,32,31,0.18,1,1.0,0.0,0.0,1,0,1
http://orange-sms-pro234.moonfruit.com/,1,0.0,1.0,1,20995,27,7,0,0.34,1,0.0,0.0,0.0,1,0,1
https://722b6c08-7fc4-415c-8c8d-ae12f0caeef4.id.repl.co/,22,0.0,0.05,1,20950,23,7,12,0.02,0,1.0,0.0,0.0,1,0,1
https://www-dropbox-com.dropbox.lilyskitchen.skyfencenet.com/,88,0.0,0.18,0,369478,84,79,0,0.78,0,0,0,0,1,0,1
https://anexsellbazar.com.bd/uploads/w/f43rd34-34d5f65.yg65f-d43r364g754y56.yg65u6u-54ft47hd34r_1a23se4.54yg65y4-6u5yf4td34.43r7hdy65-y54dt88h34s34_21aes43r.54y65y54dt-6ydh834r43.3d4r821s45-6u7duy8h4d34.5-67vu5y5t_34dtfu76.65f7h823s345d-6uf568h3td.d65uf645d3/7h6gyf-45ftf45.72d3h564-67g654ft4t.54fg76hg5_34dt45y65.6h76i-5fd34h7821sd4r.f5y76867-g5f5t4uf5f4dt54t_45dy65ug7u.65y823sr34t-667645t-347h8f65u.g6583443-12se3d.54yg787i8h8-76g6ft5_5d65u6u.6gu8h43dr43-f45dt365y/7h6ugyf-4dr34drd34.34drh8.34sd54yf65-y54yft4.34dt34_es32r3d.54gu66fy54-34drg76y565.34dr-23s7h8345.65gi7i-45td7h3r43.a23r3d.65gu76u5y-d34rd7hdd4y4.d348dydy-d5434r3s4/f4t3rd3s34dtf66g5yf43/65yt6t65g4f453d32/yugy4td4334d-34dtg6723s43d45y.5uf-45dt347h34td_23rd43t4fy.5u6g4-347h12s34d.45y67h87-65g48fh43dt34.3d4th85ug67-665g458h34d43.3d48hs21d43-65g76g.76gu5yf-4dt8734t54.65gu67g54-34dt7h834td/gy654fd-d43r7h5fy65.76hu76-54ft7g43dh34.12as23d43tf-65u6g54d_4st54y65.6u6h7-4t7hd34t5t.3d482sr34dt-54yf8j76u6f7.f5t87h34dr3-fy67u56fy4-34dr3_12sr43dt.65u67i-u65f43d/g65yftd-34dt7h45dy.g65uh76-5f75hdt4t.1s22534-6gu76iu5fy_34dr45y56.65yg67-54t7h34rd34.34dr821s43-u67ufu56y4_34dt54y6uf.f5t-3d4r7h45y.65gu-54t7h34d.s22343rd-6fuf76u5_67ffu56y45t/u6g65f-4td7gh34rd34.d34812s23r-5fy656gu6_4ft65u.47823d43t-65u7g6u-34d34_s3r37h45yd5y.76i-65gy8h43d4.d43r812s43t-667u8h4ft65y.65u76i-g67h734dr3_3r34fyf.568h2s23-34dt7h6y5.fu6765f4-3d4y65fu/f4y554d3-437g654y5.65u675-43r73d4hr34.12s2d34545-7uf65yd_45dy65f5.3d4r745y65u-4rh83rd34.12s23rd.tfyg67ug-54ft7h8d4t4_3d4t54yfy6.76ug56-4t7h8d34r.812s3rd-65gu76u_3dt45uf.65y54-344dyf65u.45t7h23r34-46fy4_34sy65.76f-f57h38r34r.3dr7h6gy4/7h65gytf-43r7gd34hr34.3d4r812s343d5-67g56fy_d46u56453.34r7hd65y65u-g4tf4d3t-4uyf3td_23rs34t.65u6g7-5t7h834dt34t.34d812s42453-6u6ug765f4_3d6y565.f483d45t-65uy54d34-2sef45y6.6ug-4tdh83434_s2y565.65u3d478rd34-12s4d3td.u76gi5u/7hug65-4rr7g34rd34.3d4r782s24f-5g7u65f_4d5y65uf.d43r754f56-g5h38f4y.56u76-5g7h2432d.45yg65h67-5gyh843dr34.4fy65-g75647h3d4t.3d4rh72s334-6du7u5645d.d34thd48du43-3r7hd5y45/654dr34s-3r734h4fy56y654-d43r7gh12s3rr.d45fy65-gu65f4d_45dt65y5d34r45yf.f543-3d47h834dr34.44fy5u-f657h3d4r34.12a2sr4td-5ug67f5y.5ydht734dr45-45tdh834drf65d34_34dt6y.43dr3/657t6f54342323/6f5ug765fy4td34r-34drg627sr34t.5fy66uyf-4dr34r7h45y65yf.d534-s7r43ht45y6.fu67-6y45d7h34r3s4_12es234r4.6y5ud-y5t7gs34hr34-35f47grhs4t45.tsh384t45sy65y-647h34sr34r.712es23dr-45y658h34/54yf5t4d3r3-4r7g2s3r4dt5.6y65d-4t4r3s734h834s_43dt54dt3-3sr7g4htd6y.5477y2s34t54-y56uy84hd34s3.rjhg74865f4-fdr37grh34sy.s34rg723rs34-54t71223rs.4d3t7458y6f5yf-du56y4t3r/34tfy56gufy64dt3r/45t3drs3-r37gr4h5t6dy5.s34r-37h82s34t.6fu-dy57ts34h8r34_2sr34td.6y57yt-34s8r74h85d65yf7-453d734h8s4t3r.34rsh72se34t5dy-y55t8h34rs34_2ae343td.6u67f5-4td47hs834rs34-34s7gh21sr43t.65u67-5f4t7s34h8r34-7u56y34tsr/4t54dt3-34sr6fg2s34rd5.fy65y-dt437srh34r34_2s35td.fuy6d5-34r7sh34r4332esr34t45-34dr7gh5yd54.34s7hg2sr34t-45tdg734hsr3_34s5y65dy.34sr7hg6g34sd64y5-d34r6g723s.7458y65udy-34sg762se2.r34dh7t548y65fuyd5-d34sr456d54/23dfydt5-3es6g37h4dt4y6d.43g712se33dr5-y56fyd4t3rs_23st45ts453r.s3g72s2r345t46-y56d4t3rs-34sre23a_3454dt3sr3-e2s7gh4d6yf.5ht7458td34r3-23esg7h823se.1a2e23r5d-y5f6y4d7h83s34.rd3g6sj38r54td/34tf5ydt34rs-3rg6374td4yd.43r7h2s1e23r-34t54dt7h8s3e_34td6y4ts3r34.54dt3rs23-23esg74hdt54y65.fy8h12ae2s3rd-56ufydt_6dy4s3r3.rs37g54y65u-76g65y4dt43.34sr7g812se34-d54yfy8fh65uf65.d5t72se3234-5y65u_5fu6y4t3s.3se7g6ss445-37grs2h3.d6yh82s34-t6uf756y4.html,14,0.0,0.93,0,9857,12,5,0,1.0,1,1.0,0.0,0.0,1,0,1
https://pancakswap.live/,64,0.0,0.61,0,145009,2,6,0,0.02,1,0,0,0,1,0,1
https://dbs-obs.com/,7,0.0,0.43,1,42903,33,4,10,0.15,0,0.25,0.0,0.75,1,0,1
https://neocentrovacinas.com.br/wp-content/uploads/2020/0lt/lock/index.php?email=jaydewilliams@schiavello.com,0,0,0,0,15177,9,2,0,0.0,1,1.0,0.0,0.0,1,0,1
http://903750.com/,4,0.0,0.0,1,81513,12,3,54,0.05,1,0.0,0.0,0.0,1,0,1
https://tripl.com/wp-admin/js/ndex.php,6,0.0,1.0,1,8517,6,2,5,1.0,0,1.0,0.0,0.0,1,0,1
http://unitedvoicesforeducation.com/WeTransfer?email=jbidwell@pfi-global.com,0,0,0,0,7257,0,0,0,0,1,0,0,0,1,0,1
http://krafton-charitychallenge.com/,5,0.0,0.0,1,13597,10,9,3,0.41,0,0.67,0.0,0.0,1,0,1
http://clubempleadosbancoitau.com.uy/,19,0.0,0.05,0,16927,16,16,22,0.12,1,0,0,0,1,0,1
